Row,Model,Wavelength,Reconstruction,Residual
original_glcm_Correlation,0.181571658897169,0.0725617285426714,0.673247141155788,0.0726194714043717
original_glcm_DifferenceAverage,0.467152915496594,0.0519536038493909,0.152887957007931,0.328005523646084
original_glcm_DifferenceEntropy,0.546671326411265,0.0896618704729518,0.0552433126536809,0.308423490462102
original_glcm_DifferenceVariance,0.496920510480569,0.132933357123447,0.00151097328029677,0.368635159115687
original_glcm_Id,0.806343372221067,0.0426693911568667,0.0110983781529244,0.139888858469142
original_glcm_Idm,0.821882969922819,0.0445224650394732,0.00405518443313463,0.129539380604573
original_glcm_Idmn,0.00885490436825333,0.117126039441267,0.221925151991672,0.652093904198808
original_glcm_Idn,0.498448673625478,0.0485688953125274,0.144963616402811,0.308018814659184
original_glcm_Imc1,0.120128631028691,0.231828307833737,0.637573776526487,0.010469284611085
original_glcm_Imc2,0.522466225948789,0.111574320115434,0.330820719922129,0.0351387340136473
original_glcm_InverseVariance,0.826070804879458,0.0327954356606354,0.010433380291664,0.130700379168242
original_glcm_JointAverage,0.0239514263165137,0.302426120653197,0.295421217539249,0.37820123549104
original_glcm_JointEnergy,0.692730572819462,0.0600789933048608,0.109712440114376,0.137477993761301
original_glcm_JointEntropy,0.661741586982087,0.0104197753893123,0.207191825527459,0.120646812101142
original_glcm_MCC,0.672092413595355,0.0402103742513763,0.124317267440999,0.163379944712269
original_glcm_MaximumProbability,0.454776369427205,0.167762969436412,0.130563392223494,0.24689726891289
original_glcm_SumAverage,0.0239514263165124,0.3024261206532,0.29542121753925,0.378201235491038
original_glcm_SumEntropy,0.60314240517116,0.0127878953935896,0.296179472923416,0.087890226511834
original_glcm_SumSquares,0.30581516392136,0.040293355227967,0.449912174967296,0.203979305883377
original_gldm_DependenceEntropy,0.263227862083005,0.0528732115304264,0.643046399276315,0.0408525271102538
original_gldm_DependenceNonUniformity,0.896152469838495,0.0347444564463429,0.000541737219125457,0.0685613364960364
original_gldm_DependenceNonUniformityNormalized,0.808398469775625,0.0423890999842588,0.000502967605163386,0.148709462634953
original_gldm_DependenceVariance,0.815526473579636,0.0778577617057812,0.00356406906075926,0.103051695653823
original_gldm_GrayLevelNonUniformity,0.929814346445793,0.0027168450414246,0.0496201100046421,0.0178486985081407
original_gldm_GrayLevelVariance,0.427680405466526,0.0293498799317926,0.3696634909652,0.173306223636481
original_gldm_HighGrayLevelEmphasis,0.00919227969568623,0.24102681939278,0.328212510121651,0.421568390789883
original_gldm_LargeDependenceEmphasis,0.804559467247098,0.0743442182845094,0.00145531549226668,0.119640998976126
original_gldm_LargeDependenceHighGrayLevelEmphasis,0.349899007520298,0.318330969331224,0.133675420553354,0.198094602595124
original_gldm_LargeDependenceLowGrayLevelEmphasis,0.430049910919361,0.18441847425882,0.134647959024945,0.250883655796874
original_gldm_LowGrayLevelEmphasis,0.667321302845455,0.10382540754334,0.0739827184821975,0.154870571129007
original_gldm_SmallDependenceEmphasis,0.783891231169489,0.0537152858551766,7.69184820754791e-05,0.162316564493259
original_gldm_SmallDependenceHighGrayLevelEmphasis,0.0843628535514337,0.119030259463815,0.315863425106617,0.480743461878134
original_gldm_SmallDependenceLowGrayLevelEmphasis,0.774488929719732,0.0399135870785587,0.0548156154893938,0.130781867712315
original_glrlm_GrayLevelNonUniformity,0.928882936983092,0.00176532942505252,0.056298884788286,0.0130528488035695
original_glrlm_GrayLevelNonUniformityNormalized,0.702896177183782,0.00804401176548411,0.204740444355845,0.0843193666948885
original_glrlm_GrayLevelVariance,0.396779989329434,0.0315070588270481,0.393085737149429,0.178627214694089
original_glrlm_HighGrayLevelRunEmphasis,0.00485331418388879,0.244656214456129,0.332371711865053,0.418118759494929
original_glrlm_LongRunEmphasis,0.148139344885147,0.278913806124832,0.022221008199938,0.550725840790083
original_glrlm_LongRunHighGrayLevelEmphasis,0.00177056770075323,0.319874534181127,0.320931462351828,0.357423435766292
original_glrlm_LongRunLowGrayLevelEmphasis,0.449717345546544,0.106672508020009,0.11766121784247,0.325948928590977
original_glrlm_LowGrayLevelRunEmphasis,0.674590273058511,0.101448662201168,0.0723561526244617,0.151604912115859
original_glrlm_RunEntropy,0.557925359499332,0.0190356634104804,0.353589387753537,0.0694495893366509
original_glrlm_RunLengthNonUniformity,0.994377310066028,0.00228176810506713,2.56868476971566e-06,0.00333835314413522
original_glrlm_RunLengthNonUniformityNormalized,0.820221660425952,0.044980892489276,0.0044470927556736,0.130350354329098
original_glrlm_RunPercentage,0.81668370073654,0.0607171216076483,0.000365468391335109,0.122233709264476
original_glrlm_RunVariance,0.00088360954125783,0.262768959923942,0.0436795401351176,0.692667890399683
original_glrlm_ShortRunEmphasis,0.813370415409767,0.0503934218052202,0.00106604893095323,0.13517011385406
original_glrlm_ShortRunHighGrayLevelEmphasis,0.0089140496230749,0.234436492680616,0.334870645473454,0.421778812222856
original_glrlm_ShortRunLowGrayLevelEmphasis,0.693847443075876,0.0930052489480901,0.066276958414869,0.146870349561165
original_glszm_GrayLevelNonUniformity,0.822896462456513,0.0447555030868018,0.126498462014319,0.00584957244236617
original_glszm_GrayLevelNonUniformityNormalized,0.480966521435839,0.0279243536834312,0.40623880734979,0.0848703175309391
original_glszm_GrayLevelVariance,0.0430929432743446,0.0577200703345008,0.676771460053424,0.222415526337731
original_glszm_HighGrayLevelZoneEmphasis,0.0638965110305723,0.256852103740989,0.33311550251947,0.346135882708969
original_glszm_LargeAreaEmphasis,0.629961512681412,0.161834771763259,0.0157360287288719,0.192467686826457
original_glszm_LargeAreaHighGrayLevelEmphasis,0.626888498796166,0.181796825158829,0.00433441074296654,0.186980265302039
original_glszm_LargeAreaLowGrayLevelEmphasis,0.612816377602518,0.133593416561234,0.0587312568711773,0.194858948965071
original_glszm_LowGrayLevelZoneEmphasis,0.737335063460157,0.072134347870117,0.0639642450540653,0.12656634361566
original_glszm_SizeZoneNonUniformity,0.818761055625463,0.059958232937046,0.0117827370379793,0.109497974399512
original_glszm_SizeZoneNonUniformityNormalized,0.14251302398969,0.166353360872194,0.450239535221222,0.240894079916893
original_glszm_SmallAreaEmphasis,0.139219027075268,0.157584063738074,0.4948181973462,0.208378711840458
original_glszm_SmallAreaHighGrayLevelEmphasis,0.0759692981277333,0.229209245802799,0.324987125968921,0.369834330100547
original_glszm_SmallAreaLowGrayLevelEmphasis,0.661781133945231,0.0627697113850142,0.113159518736192,0.162289635933563
original_glszm_ZoneEntropy,0.173710997353161,0.0698297733796625,0.710700003056484,0.0457592262106925
original_glszm_ZonePercentage,0.80351069645014,0.044784789193474,0.002292989225564,0.149411525130822
original_glszm_ZoneVariance,0.629470687513742,0.162212848517878,0.0158809268891678,0.192435537079213
original_ngtdm_Busyness,0.323257626603008,0.135811270060138,0.438023734585134,0.10290736875172
original_ngtdm_Coarseness,0.846059813432863,0.0134807946424735,0.12401750411581,0.0164418878088534
original_ngtdm_Complexity,0.0361918083549887,0.418256775212462,0.130571915336763,0.414979501095786
original_ngtdm_Contrast,0.659283557379704,0.0133896670339751,0.184102288220892,0.143224487365428
original_ngtdm_Strength,0.602484688639752,0.02779442153079,0.0131148673415715,0.356606022487887
