Row,Model,Wavelength,Reconstruction,Residual
original_glcm_Correlation,0.139552925418599,0.073359881169239,0.702687865363415,0.0843993280487467
original_glcm_DifferenceAverage,0.468545924765107,0.0532906511842582,0.15385407065344,0.324309353397194
original_glcm_DifferenceEntropy,0.185407786648978,0.156154539805921,0.129839284976808,0.528598388568294
original_glcm_DifferenceVariance,0.453908674650989,0.152239869374896,0.00221234222113224,0.391639113752982
original_glcm_Id,0.70623928335118,0.0351410545187066,0.0710618929711874,0.187557769158926
original_glcm_Idm,0.665683131584174,0.0354842868236339,0.0913747817918377,0.207457799800355
original_glcm_Idmn,0.0155044727062517,0.122004512124136,0.216339061395548,0.646151953774064
original_glcm_Idn,0.498729427178617,0.0497877976026275,0.146561378152334,0.304921397066421
original_glcm_Imc1,0.235400032504012,0.199039175467241,0.534498962504215,0.0310618295245328
original_glcm_Imc2,0.559016634524115,0.0525479100939052,0.336316976653682,0.0521184787282977
original_glcm_InverseVariance,0.892132566778725,0.0260307816505685,2.55275759953856e-07,0.0818363962949464
original_glcm_JointAverage,0.0240664562746496,0.302586212064836,0.294964682263418,0.378382649397096
original_glcm_JointEnergy,0.731991185829988,0.0172915238004601,0.130010099786287,0.120707190583265
original_glcm_JointEntropy,0.626034094685294,0.0089642394288547,0.246140698644271,0.11886096724158
original_glcm_MCC,0.354016393985008,0.107843352652023,0.41935418248562,0.118786070877348
original_glcm_MaximumProbability,0.735303021417184,0.023004667293953,0.127411363387057,0.114280947901806
original_glcm_SumAverage,0.0240664562746484,0.302586212064836,0.294964682263418,0.378382649397098
original_glcm_SumEntropy,0.639451640806474,0.0105450719067287,0.258820474971128,0.0911828123156697
original_glcm_SumSquares,0.3060424455452,0.0402226923456689,0.450406616611653,0.203328245497478
original_gldm_DependenceEntropy,0.714788877265656,0.00574570326835596,0.220151576020195,0.0593138434457934
original_gldm_DependenceNonUniformity,0.980189529459976,0.00442625681460809,0.0133362562910101,0.00204795743440556
original_gldm_DependenceNonUniformityNormalized,0.326375894721131,0.0857877501546885,0.430774886058774,0.157061469065406
original_gldm_DependenceVariance,0.812445765800735,0.0173100418702554,0.0665699382520905,0.103674254076919
original_gldm_GrayLevelNonUniformity,0.935090933600484,0.00187353261483774,0.0454569483720932,0.0175785854125852
original_gldm_GrayLevelVariance,0.427896990572103,0.0293019033275677,0.370002484642831,0.172798621457499
original_gldm_HighGrayLevelEmphasis,0.00798833159345469,0.243509054411692,0.32734901879926,0.421153595195593
original_gldm_LargeDependenceEmphasis,0.820676028271165,0.0295002830601372,0.028295439433545,0.121528249235153
original_gldm_LargeDependenceHighGrayLevelEmphasis,0.138456333015182,0.39157194895635,0.152834101021172,0.317137617007296
original_gldm_LargeDependenceLowGrayLevelEmphasis,0.00118499933858953,0.352741973335704,0.391310031954446,0.25476299537126
original_gldm_LowGrayLevelEmphasis,0.516653932770272,0.162513962078295,0.127985243349413,0.192846861802019
original_gldm_SmallDependenceEmphasis,0.642207258872823,0.103607906742858,0.152664460966743,0.101520373417576
original_gldm_SmallDependenceHighGrayLevelEmphasis,0.526830664876483,0.0212692309005227,0.0276168353734883,0.424283268849506
original_gldm_SmallDependenceLowGrayLevelEmphasis,0.606074030563431,0.0665455398483633,0.181451363314844,0.145929066273362
original_glrlm_GrayLevelNonUniformity,0.93541202278641,0.00639955721768848,0.0552525422612287,0.00293587773467319
original_glrlm_GrayLevelNonUniformityNormalized,0.652643134955945,0.00765216247614825,0.253107369243362,0.0865973333245447
original_glrlm_GrayLevelVariance,0.223417953199473,0.0369729378519174,0.528513294671666,0.211095814276944
original_glrlm_HighGrayLevelRunEmphasis,0.00396584454649885,0.250799575222467,0.341388470783649,0.403846109447386
original_glrlm_LongRunEmphasis,0.684800678160611,0.111412291016148,0.00946180426369534,0.194325226559545
original_glrlm_LongRunHighGrayLevelEmphasis,0.262380659938023,0.339219945392857,0.171503449564017,0.226895945105103
original_glrlm_LongRunLowGrayLevelEmphasis,0.22904959836508,0.269873638682861,0.155737618814327,0.345339144137732
original_glrlm_LowGrayLevelRunEmphasis,0.581131448996222,0.141180444452216,0.104966555560224,0.172721550991338
original_glrlm_RunEntropy,0.204806514776775,0.0800666396670542,0.676544227737002,0.0385826178191684
original_glrlm_RunLengthNonUniformity,0.852510600116214,0.0227871883863732,0.0382361927705206,0.0864660187268924
original_glrlm_RunLengthNonUniformityNormalized,0.775381183929066,0.0266890489746404,0.0322502410314417,0.165679526064852
original_glrlm_RunPercentage,0.801898707209622,0.0317324946914958,0.0291255628071667,0.137243235291716
original_glrlm_RunVariance,0.698198540075601,0.11636860789644,0.000137959287704774,0.185294892740254
original_glrlm_ShortRunEmphasis,0.799734311185098,0.0391020849405338,0.000110669466641081,0.161052934407727
original_glrlm_ShortRunHighGrayLevelEmphasis,5.35191480626115e-05,0.206484556246844,0.354409516366819,0.439052408238274
original_glrlm_ShortRunLowGrayLevelEmphasis,0.67934994222343,0.0919318695079254,0.0831443185719986,0.145573869696646
original_glszm_GrayLevelNonUniformity,0.00141641067675436,0.216698688232702,0.72675537692738,0.0551295241631641
original_glszm_GrayLevelNonUniformityNormalized,0.0779187689832301,0.0417130398210131,0.657499945114737,0.22286824608102
original_glszm_GrayLevelVariance,0.770767940907728,0.0062316508042299,0.139730572543131,0.0832698357449106
original_glszm_HighGrayLevelZoneEmphasis,2.00448828392435e-05,0.169396223141181,0.562887867471594,0.267695864504386
original_glszm_LargeAreaEmphasis,0.945917311691145,0.0255303911753609,0.00417162790487095,0.024380669228623
original_glszm_LargeAreaHighGrayLevelEmphasis,0.821635416242655,0.111279986235429,0.0208119728924629,0.0462726246294535
original_glszm_LargeAreaLowGrayLevelEmphasis,0.959880387063652,0.0212536676830985,0.00400166120124852,0.014864284052001
original_glszm_LowGrayLevelZoneEmphasis,0.497835879276373,0.109442683196209,0.139284504976249,0.25343693255117
original_glszm_SizeZoneNonUniformity,0.0803943030233903,0.124909098771885,0.728078164209004,0.0666184339957215
original_glszm_SizeZoneNonUniformityNormalized,0.327703420836013,0.0147213666501229,0.588380906265997,0.0691943062478668
original_glszm_SmallAreaEmphasis,0.337844456838506,0.0155893836021576,0.592331649095587,0.0542345104637488
original_glszm_SmallAreaHighGrayLevelEmphasis,0.4495138860818,0.112501560193895,0.115453339324822,0.322531214399484
original_glszm_SmallAreaLowGrayLevelEmphasis,0.347750986219346,0.0537064088614419,0.415339013343669,0.183203591575543
original_glszm_ZoneEntropy,0.37829328622832,0.0031089185512577,0.584837822233823,0.0337599729865996
original_glszm_ZonePercentage,0.541905559637829,0.147807880796998,0.251581148545542,0.0587054110196306
original_glszm_ZoneVariance,0.946622884709287,0.0252327465493893,0.00386331764261228,0.024281051098711
original_ngtdm_Busyness,0.726251189022878,0.0889151976407415,0.167685443477568,0.0171481698588125
original_ngtdm_Coarseness,0.88792812993094,0.0116992188608385,0.0833236719891132,0.017048979219108
original_ngtdm_Complexity,0.153718723712636,0.317603022662004,0.261236159376057,0.267442094249303
original_ngtdm_Contrast,0.551535926001421,0.0171175474011417,0.253869986398455,0.177476540198982
original_ngtdm_Strength,0.689810636648841,0.0595708837954355,0.0280880153711225,0.222530464184601
